@RELATION bcica5
@ATTRIBUTE ica0     REAL
@ATTRIBUTE ica1     REAL
@ATTRIBUTE ica2     REAL
@ATTRIBUTE ica3     REAL
@ATTRIBUTE ica4     REAL
@ATTRIBUTE class    {0.000000,1.000000}

@DATA
0.304234, -0.073549, 0.194192, 0.241856, -0.270652,1.000000
0.730035, -0.180440, -0.032033, -0.003888, -0.225558,1.000000
-2.362842, 0.730405, 0.102162, -0.662418, -0.818078,0.000000
-0.000340, 0.098322, -0.167482, 0.073496, -0.261365,1.000000
-0.863608, 0.115910, 0.604923, -0.226687, -0.014888,1.000000
0.349504, 0.091791, -0.168920, 0.046518, 0.102747,1.000000
-0.214416, 0.124860, -0.041595, 0.033804, -0.033620,1.000000
0.576316, 0.414507, 0.200023, -0.033208, -0.289749,1.000000
-0.114388, 0.284822, 0.001778, -0.075114, -0.567746,1.000000
0.004529, -0.443618, 0.408886, -0.272405, -0.067095,1.000000
0.516964, 0.002415, 0.118845, -0.060602, -0.459970,0.000000
-0.344870, 0.123753, 0.341671, -0.057891, -0.148218,1.000000
-0.565962, 0.350964, -1.192246, 0.084995, 0.060556,1.000000
0.266135, 0.019321, -0.198395, 0.120834, -0.017468,1.000000
0.051863, -0.414334, 0.144694, 0.134209, 0.205783,1.000000
-0.097827, -0.168664, -0.364031, -0.004483, -0.193093,1.000000
-0.490626, -0.082018, 0.228123, -0.012091, -0.055399,0.000000
-0.306980, 0.694318, -0.632864, -0.114872, -0.024752,1.000000
-0.003375, 0.130843, 0.616234, -0.097286, -0.394603,1.000000
0.439208, -0.149345, -0.138831, 1.006877, 2.895676,0.000000
0.615377, -0.001381, 0.174960, -0.006014, -0.089382,1.000000
0.000530, 0.098726, 0.261388, 0.084028, -0.122636,1.000000
-0.196617, -0.953698, 0.060156, -0.015420, -0.036085,1.000000
-1.061927, 0.523741, -0.009904, -0.066292, -0.447967,1.000000
0.398744, 0.197387, 0.043480, -0.070428, -0.117976,1.000000
-0.384732, 0.123088, 0.037032, -0.039697, -0.112424,1.000000
1.430915, 0.396759, -0.300794, -0.236276, -0.564178,1.000000
0.224880, 0.085449, 0.337014, 0.160490, -0.035906,1.000000
-0.021911, -0.716553, -0.378108, 0.117651, -0.345422,1.000000
0.022115, -0.218492, 0.094598, 0.042212, -0.333949,1.000000
-0.052745, 0.023446, 0.311925, 0.009408, 0.174127,1.000000
0.023431, 0.542686, -0.249359, -0.007492, -0.235017,1.000000
-0.171009, 0.844811, 0.026248, -0.275010, -0.198031,0.000000
-1.050482, -0.440036, 0.161084, -0.159222, 0.452654,1.000000
-0.578259, -0.075231, -0.166179, 0.158865, -1.135258,0.000000
0.021406, -0.627312, 0.134370, 0.508099, 0.584524,0.000000
0.449693, 0.254699, -0.339017, 0.123682, -0.761009,1.000000
-0.605713, 0.180763, -0.103319, 0.027968, -0.458388,0.000000
0.318251, 0.197924, -0.541654, -0.095627, -0.348422,1.000000
0.211323, 0.061149, -0.507573, -0.025473, -0.322855,1.000000
-0.234596, 0.349370, 0.338800, -0.060151, -0.169399,1.000000
0.663737, 0.245540, -0.200211, -0.044064, -0.034016,1.000000
0.365494, -0.236797, -0.541962, -0.022928, 0.071171,1.000000
0.471367, 0.510577, 0.144206, 0.085988, 0.036497,0.000000
0.240733, 0.362052, -1.090327, 0.096936, -0.410499,1.000000
1.418984, -0.236029, 0.806564, -0.125517, 0.294337,1.000000
-0.211920, 0.449179, 0.135292, -0.358857, 0.092328,0.000000
0.278423, 0.211320, -0.581731, -0.006198, 0.046438,1.000000
-0.348186, 0.840237, -0.575038, -0.542979, 0.184935,0.000000
-0.747197, 0.205812, -0.560081, -0.131931, -0.120675,1.000000
0.171431, 0.204365, -0.053235, -0.005795, -0.189925,1.000000
0.473953, 0.032352, -0.017234, -0.373714, 0.205607,0.000000
-0.404087, -0.000647, 0.058949, -0.134424, 0.127766,1.000000
0.420115, -0.256691, -1.247723, 0.348942, -0.881979,0.000000
-0.122060, 0.161123, -0.202006, -0.013738, 0.065167,1.000000
0.149157, 0.059420, 0.106140, -0.084195, -0.459808,1.000000
0.082014, 0.116977, 0.435686, 0.045300, -0.162180,1.000000
0.447304, 0.350556, -0.202774, -0.010348, -0.060358,1.000000
-0.359822, -0.312184, 0.889150, -0.073909, 0.029507,1.000000
0.411421, 0.099330, -0.020980, -0.014723, 0.075984,1.000000
0.587811, 0.154150, 0.109380, 0.031662, -0.109842,1.000000
0.220519, -0.018613, 0.164276, 0.173554, 0.108556,1.000000
-0.140652, -0.088615, -0.169204, 0.045304, 1.646649,0.000000
1.033748, 0.445223, -0.001733, 10.525373, 11.742965,0.000000
0.080297, 0.185051, -0.170767, -0.040447, -0.191210,1.000000
0.126352, 0.146309, -0.229598, 0.044907, -0.019363,1.000000
-0.187130, 0.182296, 0.334428, -0.004040, -0.206580,1.000000
0.398261, 0.161535, -0.054206, -0.168585, -0.187566,1.000000
0.305738, 0.102198, -0.324702, -0.091383, 0.007863,1.000000
-0.372426, 0.150769, -0.275668, 0.019558, -0.315881,1.000000
0.218849, 0.660850, -0.119833, 0.187526, -0.014528,0.000000
0.137619, -0.252077, -0.791884, -0.051624, -0.390185,1.000000
0.859245, -0.551153, -0.228407, 0.009250, -0.314250,1.000000
2.622487, -0.020667, 1.905896, -0.153336, -0.389877,1.000000
0.064015, 0.178319, 0.182731, 0.027842, -0.344962,1.000000
-0.216646, 0.094173, 4.370455, 0.011330, -0.166755,1.000000
0.536649, 0.078268, 0.405980, 0.273571, -0.086718,1.000000
0.142147, -0.189526, 0.341007, -0.002582, -0.142746,1.000000
-0.117807, 0.222465, -0.127554, -0.046516, -0.105876,1.000000
-0.149180, 0.079708, -0.029230, -0.111907, -0.028379,1.000000
0.069284, -0.873512, 0.293730, 0.072718, 0.088411,1.000000
-1.323456, -0.034315, -0.811240, -0.281166, -0.316082,0.000000
-0.040087, 0.186005, -0.473808, 0.066276, -0.001311,1.000000
0.054283, 0.055280, -0.154387, 0.025404, -0.319758,1.000000
-0.051787, -0.026744, 0.415276, 0.095206, -0.233572,1.000000
0.768658, -0.011785, 0.278362, 0.004781, 0.053577,1.000000
-0.459185, -0.030153, 0.590747, -0.046801, -0.662069,1.000000
-0.360812, -1.030762, -0.289614, -0.196467, -0.075461,1.000000
0.070067, 0.358323, -0.354320, 0.059239, -0.368888,1.000000
0.009143, 0.418120, 0.119436, -0.349725, 0.008285,0.000000
-0.054375, 0.119207, -0.279873, -0.033866, -0.068396,1.000000
1.459826, 0.014736, -1.453153, -0.024134, -0.836916,0.000000
0.130333, 0.042587, -0.305958, 0.029672, -0.088265,1.000000
0.502870, 0.126302, 0.284244, 0.283788, -0.752942,1.000000
-0.953822, -0.168896, -0.139439, 0.265246, 0.320496,0.000000
-0.609418, 0.497149, 0.004010, -0.098544, -0.055144,1.000000
-0.301629, 0.214152, -0.077917, -0.111498, -0.169879,1.000000
-0.237411, 0.153945, 0.504989, -0.071714, -0.200471,1.000000
0.554729, 0.065653, 0.512906, 0.049553, -0.165929,1.000000
-0.084984, 0.008451, 0.233034, 0.137723, -0.159109,1.000000
0.210463, -0.612947, -0.042275, 0.252915, 0.372831,0.000000
-0.582355, 0.328897, -0.761827, 0.012255, -0.337993,0.000000
0.263765, 0.045607, 0.149934, -0.119540, -0.293917,1.000000
-0.195039, 0.118087, 0.072329, -0.339205, -0.334572,0.000000
-0.892105, 0.028892, -0.458614, -0.107411, 0.039577,1.000000
1.181178, -0.127329, -0.781352, 0.527527, 2.103740,0.000000
1.647857, 0.748549, -0.863339, -0.332797, -0.146518,1.000000
-1.725691, 0.399585, -2.187915, -0.069067, -0.005642,1.000000
0.015287, -0.027734, -0.396533, 0.062367, 0.027425,1.000000
-0.030403, 0.338847, -0.594944, -0.047409, 0.227020,1.000000
0.153026, -0.175018, -0.192809, 0.009553, -0.402815,1.000000
-0.598978, 0.519678, -0.160805, -0.167669, 0.027105,0.000000
-0.323714, 0.409770, -0.699894, -0.078833, -0.021075,1.000000
0.329102, 0.380214, -0.548252, -0.042718, -0.109250,1.000000
-0.136131, 0.098853, 0.265280, -0.213624, -0.052609,0.000000
0.357099, -0.247854, -0.420423, -0.009220, -0.409270,1.000000
0.014021, -0.109112, -0.098089, 0.001566, 0.034316,0.000000
-0.271201, 0.218105, -0.095778, -0.017254, 0.178445,1.000000
0.087307, 0.080706, -0.036803, -0.150132, 0.052503,0.000000
0.314919, 0.051777, 0.433972, -0.031829, -0.998605,0.000000
0.336063, 0.213149, 0.199660, -0.073532, -0.217446,1.000000
0.293791, -0.268306, -0.338149, -0.023749, -0.264673,1.000000
-0.895874, 0.408432, -1.866887, 0.018315, -0.213461,1.000000
-0.436187, -0.017261, 0.194195, 0.261682, 0.400965,0.000000
0.492825, 0.074914, 0.269167, 0.031927, 0.227934,1.000000
0.440337, 0.051617, 0.514223, -0.134348, 0.081373,1.000000
0.136713, 0.203502, -0.107519, 0.213212, -0.380832,1.000000
0.545465, -0.190628, 0.289745, 0.310411, 0.092377,1.000000
0.229017, -0.113054, 0.424089, -0.013937, -0.033234,1.000000
0.349581, 0.034182, -0.169912, 0.238227, -0.161232,1.000000
4.828206, -0.495152, 1.531136, -0.325987, -0.210766,1.000000
-0.120667, -0.034504, 0.004153, 0.011960, -0.140329,1.000000
1.124218, 0.150601, 0.228097, -0.072814, -0.326157,1.000000
0.316433, 0.019763, 0.028910, 0.099920, 0.005220,1.000000
-0.010595, 0.019153, 0.187126, -0.018329, -0.195016,1.000000
0.252380, -0.349054, 0.817491, 0.669459, -0.689986,0.000000
0.073164, -0.431959, -0.526984, 0.025732, 0.198826,1.000000
-1.026064, -0.098973, 0.624619, 0.054008, -0.292504,0.000000
-0.020834, -0.025504, 0.046268, -0.155064, 0.030622,0.000000
0.851796, 0.665625, -0.390605, 0.007467, -0.115858,1.000000
-0.188445, 0.410150, -0.586062, 0.174043, -0.627959,1.000000
-0.234012, -1.222459, -1.470935, 0.157273, 0.016493,1.000000
-0.008719, -0.656973, -0.765743, -0.161953, 0.189680,1.000000
-0.802166, 0.941720, -0.326898, -0.176617, -0.381113,1.000000
-0.145575, 0.092678, 0.292475, -0.013104, -0.165916,1.000000
0.068497, 0.148482, -0.141813, -0.066026, -0.117723,1.000000
-0.028279, -0.277711, 0.301980, -0.054698, -0.058837,1.000000
-0.023715, 0.004377, 0.282167, 0.007094, -0.053107,1.000000
0.656885, -0.161637, -0.429226, 0.053885, 0.029780,1.000000
-0.723192, 0.494593, -0.050949, -0.072390, 0.272008,1.000000
0.587988, -0.399024, 0.077530, 0.055103, -0.107757,1.000000
0.484489, -0.066870, 0.788348, -0.059786, -0.812734,1.000000
-1.288833, 0.733919, 0.158889, -0.018142, -0.120332,1.000000
-0.201630, -0.284742, 1.063775, -0.155021, 0.002030,1.000000
0.095184, 0.307673, -0.615486, -0.014885, -0.014534,1.000000
-0.718552, -0.960710, 0.430324, -0.107086, 0.195795,1.000000
-0.126402, -0.237200, -0.414080, 0.021114, -0.040957,1.000000
1.083401, -0.654781, 0.104570, -0.119015, 0.355589,1.000000
-0.160538, 1.181888, 0.331149, -0.070976, 0.207345,1.000000
0.625802, 0.512174, 1.814122, -0.245512, -0.600001,1.000000
-0.388010, -0.281637, -0.166414, -0.198703, -0.188480,1.000000
0.761278, -0.757487, 1.239869, 0.009304, 0.063673,1.000000
0.593930, 0.676030, -0.235583, -0.126134, -0.132324,1.000000
0.918699, 0.381130, 4.126423, -0.007142, -0.059036,1.000000
0.067252, 1.145863, -0.868314, -0.026959, -0.589596,0.000000
0.528030, -0.233880, -0.020871, 0.171371, 0.232242,0.000000
3.501718, -0.209441, -1.426508, 1.887474, 0.119333,0.000000
1.371043, -0.125965, 0.990688, 0.536596, 0.160314,0.000000
0.432086, -0.073090, -0.634632, 0.002833, -0.124252,0.000000
-0.685712, -0.015724, 0.310989, 0.405525, -1.203885,0.000000
-0.052933, 0.319164, 0.613176, 0.117377, -0.846728,1.000000

